971	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Needs a feature|Enhancement|Typescript|API	fluent post_error hook
970	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Enhancement|Typescript	fluent post_rejection hook
969	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Needs a feature|Enhancement|API	fluent post_any_action hook
968	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Enhancement|Typescript|Features|API	fluent post_global_action hook
967	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Core|Enhancement|Features|API	fluent post_action hook
966	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Needs a feature|Enhancement|Typescript	fluent post_forced_transition hook
965	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Core|Enhancement|Features|API	fluent post_main_transition hook
964	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Enhancement|Typescript|API	fluent post_standard_transition hook
963	Needs implementation|Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Enhancement|Typescript|API	fluent post_any_transition hook
962	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Needs a feature|Enhancement|API	fluent post_exit hook
961	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Needs a feature|Enhancement|API	fluent post_entry hook
960	Chore|High priority|Ease of use|Status: Underway|Low hanging fruit|Enhancement|API	fluent post_transition hook
959	Chore|List issue|Status: Underway|Enhancement|API	Clone fluent api calls of `set_hook` for post-hooks
958	Chore|Status: Underway|Refactor|Core|Typescript	Clone call points in `set_hook` for post-hooks
957	Chore|Status: Underway|Core|Typescript	Clone hook datastructures for posthooks
956	Chore|Status: Underway|Refactor|Core|Typescript	Rewire transitions for posthooks
954	Ease of use|Graph language|Very powerful|Needs a feature|Solution proposed|Enhancement|Question|Status: Needs design	May a next hook abuse the edge graph?
952	Needs research|Needs implementation|Functional language|Graph language|Very powerful|Status: Underway|Uncertain|Needs a feature|Enhancement|API	Hook 'next'
951	Functional language|Ease of use|Status: Underway|Needs a feature|Core|Enhancement	History keeps data
950	Functional language|Ease of use|Status: Underway|Enhancement|Needs information	History keeps state
949	Functional language|Ease of use|Status: Underway|Core|Enhancement|Features|API	Can fetch history
948	Functional language|Ease of use|Status: Underway|Needs a feature|Core|Enhancement	Can change history length dynamically
947	Functional language|Ease of use|Status: Underway|Needs a feature|Core|Enhancement	Can specify history length in constructor
946	Needs implementation|Chore|Needs a feature|Core|Enhancement	Machine has an internal member to track history
945	Chore|Needs a feature|Dependencies|Enhancement	add circular_buffer_js
944	Test suite|Automation|CI/CD|Blocks others	Capture test results
938	Needs implementation|High priority|Functional language|Very powerful|Status: Underway|Needs a feature|Core|Enhancement	Return from hooks: complex return type: support rejection
932	Needs implementation|High priority|Functional language|Very powerful|Types|Status: Underway|Needs a feature|Core|Enhancement	Return from hooks: complex return type: support data change
931	Needs implementation|High priority|Functional language|Very powerful|Types|Status: Underway|Core|Enhancement|FSL	Return from hooks: add complex return type support
930	Needs implementation|High priority|Functional language|Very powerful|Types|Status: Underway|Typescript	Return from hooks: define and propagate return type of all hooks
929	Needs implementation|High priority|Machine use cases|Functional language|Test suite|Ease of use|Graph language|Very powerful|Status: Underway|Enhancement|Features	Can read Mealy data from outside (not write!)
927	Needs implementation|High priority|Machine use cases|Functional language|Test suite|Ease of use|Graph language|Very powerful|Status: Underway|Core|Enhancement	Hook rejection maintains original data state
926	Needs implementation|High priority|Machine use cases|Functional language|Test suite|Ease of use|Graph language|Bug|Very powerful|Status: Underway|Core	Hooks receive previous hooks' modified state, not base state
925	Needs implementation|High priority|Machine use cases|Functional language|Test suite|Ease of use|Graph language|Very powerful|Status: Underway|Needs a feature|Enhancement|FSL	Can return modified data state from hooks
924	Needs implementation|High priority|Machine use cases|Functional language|Test suite|Ease of use|Graph language|Very powerful|Status: Underway|Needs a feature|Core|Enhancement	Can read data state in hooks
923	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Test suite|Ease of use|Graph language|Very powerful|Status: Underway|Needs a feature|Enhancement|API	Can set initial data state in constructor
922	Needs implementation|High priority|Machine use cases|Functional language|Ease of use|Issue needs work|Integrations|Types|List issue|Needs a feature|Core|Enhancement|Features|Big picture	Let's support Mealy data! 🥂 
918	Package managers|Chore|Publicity and visibility|Ease of use|Automation|Integrations|Collected propaganda|Environments|CDN|Cli	Produce jssm-viz-cli on deno-land
915	Tooling|Package managers|Chore|Publicity and visibility|Ease of use|Automation|Integrations|Collected propaganda|Environments|CDN|Enhancement	Produce jssm on deno-land
906	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement|API	post_any_action
905	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement|API	post_global_action
904	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement|Features	post_action
903	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement	post_forced_transition
902	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement|FSL	post_main_transition
901	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement|Features|API	post_standard_transition
900	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement|API	post_any_transition
899	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Enhancement|FSL|Features	post_exit
898	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement	post_entry
897	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Needs a feature|Enhancement|Features	post_transition
896	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Issue needs work|Integrations|Very powerful|Needs tests|List issue|Machine exposition|Core|Enhancement|Features	Posthooks
895	Cleanup|Ease of use|Bug|Status: Underway|Enhancement|API	from and to should be on all hooks, not just the ones using them
885	Tooling|Publicity and visibility|Automation|Integrations|CI/CD	Bring jssm-viz-cli discord hook online
884	Publicity and visibility|Automation|Integrations|CI/CD|Community	Bring jssm-viz-demo discord hook online
883	Publicity and visibility|Automation|Integrations|Enhancement|CI/CD	Bring jssm-viz discord hook online
882	Needs implementation|Publicity and visibility|Automation|Integrations|CI/CD|Community	Bring jssm discord hook online
876	Bug|Integrations|Build|Blocks others	Somewhere along the line, jssm-viz is picking up iife instead of es6 for rollup (ew)
868	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Enhancement|Build infrastructure|CI/CD	Automatically update jssm-viz-demo from jssm-viz updates
866	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|CI/CD|Cli	Automatically update jssm-viz-cli from jssm-viz updates
865	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|CI/CD|Cli|Workflows	Automatically update jssm-cli from jssm updates
864	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|Enhancement|CI/CD	Automatically update jssm-viz from jssm updates
859	Needs implementation|Documentation Generators|Chore|Graph language|Integrations|Visual improvements|Ease of contribution|Low hanging fruit|Rendering compatibility|Needs a feature|Enhancement|FSL|Visualizations	Default size attribute
848	Bug|Visual improvements|Color|Frontend|Cosmetic|Accessibility	manual color scheme was terrible in dark mode
846	Tooling|Automation|Integrations|Ease of contribution|Enhancement|CI/CD	CI/CD of jssm should update jssm-viz-demo
845	Tooling|Automation|Integrations|Ease of contribution|CI/CD	CI/CD of jssm should update jssm-viz
844	Package managers|Collected propaganda|List issue|CDN|Enhancement	Add SkyPack to CDN list
843	Package managers|Chore|Bug|Automation|CDN|Blocks others	cdnpkg / unpkg have jssm, but it's all the way back at 5.39.0?
840	Examples|High priority|Competition|Ease of use|Tutorials|Help sidebar|Status: Underway|Low hanging fruit|Documentation and docgen	Sidebar Tutorial: Lines of Code shootout
839	Examples|Ease of use|Tutorials|Help sidebar|Status: Underway|Low hanging fruit|Documentation and docgen|Enhancement	Sidebar Tutorial: Feature comparison
830	Chore|Publicity and visibility|Ease of use|Integrations|Collected propaganda|CDN	Add to Microsoft Ajax Content CDN
829	Chore|Publicity and visibility|Ease of use|Integrations|Collected propaganda|CDN|Needs external	Add to Google Hosted Libraries CDN
827	Publicity and visibility|Ease of use|Bug|Integrations|Low hanging fruit|CDN|Build|Package Quality|Javascript	Add `browser` field pointing to IIFE for jsDelivr
825	Tooling|Chore|Bug|Size improvement|Documentation and docgen|Build|CI/CD	Can't publish in pipeline because CHANGELOG is over 128k
824	Status: Underway|Documentation and docgen|Enhancement|Website|Community	Community page in docs
823	Cleanup|Automation|Integrations|Performance|Low hanging fruit|Build|Build infrastructure|CI/CD	Separate benchmark out of main ci build; move it to its own step
822	Examples|Competition|Publicity and visibility|Ease of use|Collected propaganda|Example source|Status: Underway|Documentation and docgen|Enhancement|Website	Write a page comparing FSL to other machines' notations, one by one
818	Ease of use|Tutorials|Status: Underway|Documentation and docgen|Enhancement	Write a getting started page
817	Needs implementation|Status: Underway|Documentation and docgen|Enhancement|Website	Write a documentation-only landing page
815	Status: Underway|Documentation and docgen|API	Write an API reference
814	Needs implementation|Status: Underway|Documentation and docgen|FSL	Write a language reference
812	Visual improvements|Status: Underway|Documentation and docgen|Frontend|Enhancement|CSS|Website	Provide a better documentation theme
810	Chore|Ease of use|Graph language|Good first issue|Enhancement|FSL	Create synonym `go` for `transition`
809	Chore|Ease of use|Good first issue|Low hanging fruit|Enhancement|FSL	Create synonym `do` for `action`
808	Documentation Generators|Chore|Ease of use|Types|Ease of contribution|Low hanging fruit|Documentation and docgen|Enhancement	Add @typeparam
807	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen	Document force_transition
806	Chore|Ease of use|Ease of contribution|Documentation and docgen	Document action
805	Chore|Ease of use|Graph language|Ease of contribution|Documentation and docgen|FSL	Document transition
804	Chore|Test suite|Performance|Low hanging fruit|Size: tiny|Fixed	Lower benchmark count from 500 to 100
803	Chore|Ease of use|Ease of contribution|Documentation and docgen|Fixed|API	Document list_transitions
802	Chore|Ease of use|Ease of contribution|Documentation and docgen|API	Document list_exits
801	Chore|Ease of use|Ease of contribution|Documentation and docgen|API	Document list_entrances
800	Chore|Ease of use|Ease of contribution|Documentation and docgen|Fixed|API	Document list_edges
799	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Difficulty: easy|API	Document list_states_having_action
798	Chore|Ease of use|Good first issue|Ease of contribution|Documentation and docgen|FSL	Document actions
797	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Difficulty: easy|Size: small|API	Document state_is_final
796	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Difficulty: easy|API	Document is_final
795	Editors|Examples|Ease of use|Widgets|Example source|Documentation and docgen|Enhancement	Live Editor should have a dropdown with a list of example machines
794	Tooling|Documentation and docgen|Enhancement|CSS	Inject CSS into TypeDoc stuff
793	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Difficulty: easy|Size: tiny|API	Document has_state
792	Chore|Ease of use|Ease of contribution|Documentation and docgen|Core|FSL	Document states
791	Chore|Ease of use|Ease of contribution|Documentation and docgen|Needs information	Document state
790	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Typescript	Document arr_uniq_p
789	Documentation Generators|Chore|Ease of use|Ease of contribution|Documentation and docgen|API	Document named_hook_name
788	Chore|Ease of use|Ease of contribution|Documentation and docgen|Fixed|API	Document hook_name
787	Chore|Ease of use|Ease of contribution|Documentation and docgen|FSL|Features	Document histo
786	Chore|Ease of use|Ease of contribution|Documentation and docgen|API	Document seq
785	Chore|Ease of use|Ease of contribution|Documentation and docgen|API	Document sm
784	Chore|Ease of use|Ease of contribution|Documentation and docgen|API	Document from
783	Chore|Ease of use|Ease of contribution|Documentation and docgen|Core|Typescript|Fixed	Document internal method transfer_state_properties
782	Tooling|Chore|Ease of use|Ease of contribution|Documentation and docgen|Build	Document make
781	Documentation Generators|Chore|Ease of use|Ease of contribution|Documentation and docgen|Codegen	Document compile
780	Chore|Ease of use|Ease of contribution|Documentation and docgen|Codegen	Document internal method compile_rule_handler
779	Chore|Ease of use|Ease of contribution|Documentation and docgen|Typescript|Codegen	Document internal method compile_rule_handle_transition
778	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Codegen	Document internal method compile_rule_transition_step
777	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Difficulty: easy|Typescript	Document internal method makeTransition
776	Needs implementation|Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Typescript	Document internal method wrap_parse
775	Chore|Ease of use|Ease of contribution|Documentation and docgen|API	Document arrow_right_kind
774	Chore|Ease of use|Good first issue|Ease of contribution|Low hanging fruit|Documentation and docgen|Typescript	Document arrow_left_kind
773	Chore|Ease of use|Graph language|Ease of contribution|Documentation and docgen|Visualizations	Document arrow_direction
771	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Issue needs work|Integrations|Very powerful|Needs tests|Ahead of its time|Machine exposition|Status: Underway|Enhancement|FSL|Features	Property default array in grammar
770	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Issue needs work|Integrations|Very powerful|Needs tests|Ahead of its time|Machine exposition|Status: Underway|Enhancement|FSL|Features	Property default object in grammar
769	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Graph language|Issue needs work|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Enhancement|FSL|Features	Property default string in grammar
768	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Graph language|Issue needs work|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Enhancement|FSL	Property default number in grammar
767	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Issue needs work|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Enhancement|FSL	Property default null in grammar
766	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Bug|Issue needs work|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|FSL	Property default undefined in grammar
765	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Issue needs work|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Enhancement|FSL	Property default boolean in grammar
764	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Graph language|Issue needs work|Integrations|Very powerful|Needs tests|List issue|Machine exposition|Status: Underway|Needs a feature|Core|Enhancement|FSL	Basic property with default in grammar
763	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Graph language|Issue needs work|Integrations|Very powerful|Needs tests|Machine exposition|Status: Underway|Enhancement|FSL|Features	Basic property, no default in grammar
761	Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Issue needs work|Integrations|Very powerful|Needs tests|List issue|Machine exposition|Enhancement|FSL|Features	Modern property notation
760	Cleanup|Automation|Build|CI/CD	Make parallelization dependant on both verify and build
759	Cleanup|Automation|Performance|Build infrastructure|CI/CD	Move benny to distinct parallel step
758	Tooling|Cleanup|Automation|Build|CI/CD	Don't block verify version on build
755	Needs implementation|Tooling|Chore|Ease of use|Types|Core|Enhancement|Typescript	JssmError type extension of Error class
754	Needs implementation|Functional language|Ease of use|Integrations|Status: Underway|Core|Enhancement|API	.from's second argument should be constructor properties
753	Needs implementation|Cleanup|Ease of use|Integrations|Needs tests|Status: Underway|Enhancement|API	Needs a .from(string)
751	Needs implementation|Tooling|Machine use cases|Functional language|Test suite|Graph language|Issue needs work|Integrations|Very powerful|Performance|Status: Underway|Core|Enhancement|Breaking change	Convert hooks to returned object, to support input and output, error messages with hook rejection, forced transfers, etc
746	Needs implementation|Tooling|Functional language|Test suite|Ease of use|Graph language|Integrations|Types|Status: Underway|Core|Enhancement	Improved error object member: instance name at error time
743	Needs implementation|Tooling|Functional language|Test suite|Ease of use|Graph language|Integrations|Status: Underway|Core|Enhancement|Fixed	Improved error object member: target state at error time
742	Needs implementation|Tooling|Functional language|Test suite|Ease of use|Graph language|Integrations|Types|Status: Underway|Enhancement|API	Improved error object member: state at error time
741	Needs implementation|Tooling|Functional language|Test suite|Ease of use|Graph language|Integrations|Types|Status: Underway|Enhancement	Improved error object member: base message
740	Needs implementation|Tooling|Functional language|Test suite|Ease of use|Graph language|Integrations|Types|Status: Underway|Enhancement|Fixed	Materialized error message for improved error object
739	Needs implementation|Tooling|Status: Underway|Refactor|Core|Typescript|Blocks others	Run all errors through shared error message writing point
738	Test suite|Performance|Enhancement|Fixed	Add kitchen sink hook benchmark
737	Chore|Test suite|Performance|Status: Underway|Enhancement	Improve benchmark set
734	Test suite|Ease of use|Bug|Core|Typescript|API	Setting hooks should throw on missing or erroneously present properties
733	Tooling|Test suite|Performance|Enhancement	Improve hook type benchmarking, to encourage me to finish the speed flags
725	Tooling|Cleanup|Static analysis|Ease of use|Automation|Ease of contribution	Set up new eslint rules for the new major
724	Tooling|Documentation Generators|Chore|Cleanup|Dependencies	Bump typedoc
723	Chore|Cleanup|Dependencies|Maintenance	Bump eslint
722	Tooling|Chore|Cleanup|Dependencies|Typescript|Maintenance	Bump tscheck
721	Tooling|Chore|Cleanup|Size improvement|Minifier|Status: Underway|Build|Is blocked	Tune terser
720	Chore|Cleanup|Minifier|Dependencies|Javascript	Bump Terser
719	Chore|Cleanup|Test suite|Ahead of its time|Status: Not planned|Dependencies	Bump Jest
718	Chore|Cleanup|Build|Dependencies|Fixed	Bump Rollup
717	Chore|Cleanup|Dependencies|Typescript	Bump Typescript
716	High priority|Performance|Status: Underway|Is blocked|Core|Enhancement|Typescript	activity flag hook types one at a time to reduce performance impact
715	Chore|Cleanup|Build|Dependencies|Typescript|Modernize	Modernize tsconfig in preparation for bumping TS
714	Tooling|Chore|Cleanup|List issue|Dependencies|Typescript|Modernize	Bump TS and related tools
713	Tooling|Integrations|Low hanging fruit|CDN|Build|Package Quality|Enhancement	Add export map to raise skypack quality score
711	Package managers|High priority|Cleanup|Bug|Build|Package Quality	Correct bizarro-land drop in npmjs quality rating
709	Chore|Low priority|Cleanup|Ease of contribution|Status: Underway|Refactor|Core|Technical debt	Unify implentations of transition and action
707	Chore|Low priority|Cleanup|Ease of contribution|Status: Underway|Refactor|Core|Technical debt	Unify implentations of transition and force_transition
703	Issue needs work|Needs tests|Machine exposition|Uncertain|Core|Enhancement|API|Blocks others	Machine should expose known actions
702	Needs research|Ease of use|Enhancement|FSL|Status: Needs design|API|Blocks others	Ambiguity hooking syntax
701	Needs implementation|High priority|Machine use cases|Functional language|Very powerful|Core|Enhancement	Rejecting in a hook
700	Ease of use|Needs a feature|Core|Enhancement|Typescript|API	External hooking API
698	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Is blocked|Needs a feature|Enhancement|API	After fluent hook
689	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Is blocked|Needs a feature|Enhancement|Typescript|API	Any action fluent hook
688	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Is blocked|Needs a feature|Enhancement|Typescript|API	Global action fluent hook
687	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Is blocked|Needs a feature|Enhancement|API	Global action fluent hook
686	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Status: Underway|Is blocked|Enhancement|Javascript|Typescript|API	Forced transition fluent hook
685	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Is blocked|Needs a feature|Enhancement|Typescript|API	Main transition fluent hook
684	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Is blocked|Solution proposed|Enhancement|Javascript|API	Standard transition fluent hook
683	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Is blocked|Enhancement|Javascript|API	Any-transition fluent hook
682	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Status: Underway|Is blocked|Enhancement|Javascript|Typescript|API	Exit fluent hook
681	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Status: Underway|Is blocked|Difficulty: easy|Enhancement|API	Entry fluent hook
680	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Status: Underway|Is blocked|Enhancement|Javascript|FSL|Features|API	Named fluent hook
679	Needs implementation|Chore|Machine use cases|Ease of use|Good first issue|Integrations|Status: Underway|Is blocked|Needs a feature|Enhancement|Javascript|API	Basic fluent hook
678	Needs implementation|Machine use cases|Is blocked|Enhancement|Typescript|API	API After Hooks
670	Needs implementation|Machine use cases|Is blocked|Solution proposed|Enhancement|Typescript|API	API Any Action Hooks
669	Needs implementation|Machine use cases|Is blocked|Core|Enhancement|API	API Global Action Hooks
668	Needs implementation|Machine use cases|Is blocked|Enhancement|API	API Main Transition Hooks
667	Needs implementation|Machine use cases|Is blocked|Needs a feature|Enhancement|API	API Forced Transition Hooks
666	Needs implementation|Machine use cases|Is blocked|Needs a feature|Enhancement|API	API Standard Transition Hooks
665	Needs implementation|Machine use cases|Is blocked|Core|Enhancement|Features|API	API Any-transition Hooks
664	Needs implementation|Machine use cases|Status: Underway|Is blocked|Core|Enhancement|API	API Exit Hooks
663	Needs implementation|Machine use cases|Status: Underway|Is blocked|Enhancement|Typescript|API	API Entry Hooks
662	Needs implementation|Machine use cases|Is blocked|Enhancement|Typescript|API	API Named Hooks
661	Needs implementation|Machine use cases|Is blocked|Core|Enhancement|Javascript|API	API Basic Hooks
660	Needs implementation|Machine use cases|List issue|Machine exposition|Core|Enhancement|Typescript|API	set_hook baseline api call
658	Needs research|Integrations|Very powerful|Needs a feature|Enhancement	eventEmitter support
657	Needs implementation|Chore|Performance|Refactor|Core|Typescript|Technical debt	Gear out `this._has_hooks`
656	Test suite|Needs tests|Performance|Enhancement	Add benchmarks that differentiate `with-hooks` from `without-hooks`
655	Needs implementation|Performance|Core|Enhancement|Typescript	Introduce `has_hooks` internal flag to skip action seeking when no hooks were set
654	Tooling|Test suite|Very powerful|Needs tests|Performance|Enhancement|Javascript|Blocks others	Differential benching in Benny
650	Needs research|Cleanup|Build|Dependencies|Question	viz.js is in the jssm devdeps list.  should it be?
644	Needs implementation|Functional language|Test suite|Graph language|Enhancement|FSL	hooks: open; and hooks: closed; in grammar
643	Needs research|Documentation Generators|Chore|Cleanup|Publicity and visibility|Readme|Ease of use|Tutorials|Issue needs work|Help sidebar|Collected propaganda|List issue|Low hanging fruit|Documentation and docgen|Big picture|Meta	Master feature table
627	Needs implementation|Functional language|Integrations|Needs tests|Machine exposition|Enhancement|FSL	on_transition_to in grammar
626	Needs implementation|Functional language|Graph language|Integrations|Needs tests|Machine exposition|Enhancement|FSL	on_transition_from in grammar
614	Process|Big picture|Meta	Let's get some milestones together
613	Highlighters|Documentation Generators|Chore|Publicity and visibility|Ease of use|Dependencies|FSL	Bump typedoc to highlight FSL
612	Highlighters|Needs implementation|Tooling|Documentation Generators|Publicity and visibility|Integrations|Ease of contribution|Enhancement	Add Shiki highlighter (textmate)
609	Graph language|Bug|Visualizations|Codegen	filled style is coming out incorrectly in DOT
607	Examples|Graph language|Documentation and docgen	The Punjabi Name Theory
605	Editors|Needs implementation|Chore|Low priority|Ease of use|Frontend|Needs a feature|Enhancement|Web	Need a local configuration system in localStorage
604	Editors|Ease of use|Visual improvements|Frontend|Enhancement	Add Ability to save current editor theme to localStorage
603	Editors|Low priority|Ease of use|Widgets|Needs a feature|Enhancement|Visualizations	Add ability to disable viewer
602	Editors|Needs implementation|Low priority|Ease of use|Needs a feature|Enhancement	Add ability to disable editor
601	Editors|Low priority|Ease of use|Frontend|Needs a feature|Enhancement	Add ability to swap panes (editor left instad of editor right)
600	Editors|Low priority|Ease of use|Frontend|Enhancement	Add vertical layout (editor above/below instead of left/right)
598	Test suite|Graph language|Needs tests|Low hanging fruit	Empty string mustn't be a valid state name
597	Needs implementation|High priority|Machine use cases|Functional language|Ease of use|Very powerful|Needs a feature|Enhancement|Typescript	Empty string is the any-state hook
596	Needs implementation|High priority|Machine use cases|Functional language|Ease of use|Very powerful|Needs a feature|Enhancement|Typescript|API	Hooks should be fluent .hook on the machine, called as a post effect of sm``
593	Tooling|Chore|Test suite|Performance	Start benching
588	Needs research|Static analysis|Test suite|Ease of use|Issue needs work|Integrations|List issue|Machine exposition|Low hanging fruit|Needs a feature|Enhancement|API	The machine should expose more constants and lists
578	Chore|Cleanup|Ease of contribution|List issue|Refactor|Core|Technical debt	Pull apart the compiler and the executor
560	Tooling|Test suite|Stochastics|Stochastic machines|Enhancement	Stochastic testing tools in place
559	Chore|Cleanup|Publicity and visibility|Ease of use|Good first issue|Visual improvements|Low hanging fruit|Frontend|Enhancement|Website	Make a nicer landing page with logos
558	Highlighters|Needs research|Tooling|Documentation Generators|Chore|High priority|Competition|Publicity and visibility|Integrations|FSL	Find out what highlighter TypeDoc uses, and get fsl into it
555	Chore|High priority|Cleanup|Test suite|Stochastics|Needs tests|Blocks others	Get your 100% coverage back!
554	Tooling|Cleanup|Test suite|Bug|Bug is upstream	One-line coverage fault
553	Test suite|Bug|Needs tests|Types|Typescript	Make TS allow bad arguments in test sets
552	Chore|High priority|Cleanup|Test suite|Automation|Build infrastructure|CI/CD	re-enable cross-ver cross-platf testing
551	Tooling|Chore|Cleanup|Bug|Automation|Low hanging fruit|Enhancement	text_audit should remove zero rows, spammy at this many tokens
550	Tooling|Chore|Cleanup|Static analysis|Bug|Automation	text_audit isn't covering uppercase variants
549	Tooling|Chore|Cleanup|Bug|Automation|Typescript	text_audit isn't covering TS
548	Needs research|High priority|Cleanup|Graph language|Issue needs work|Types|Refactor|Question|Status: Needs design	are `kind`, `forced_only`, and `main_path` redundant?
546	Needs research|Tooling|Test suite|Build|Javascript	Jest build problem (moving forwards anyway but jeez)
544	Documentation Generators|Chore|Cleanup|Automation|Documentation and docgen|Build	re-enable doc gen
543	Chore|Cleanup|Types|Refactor|Typescript	Wrap parse(any, any) in parse(string, Object)
542	Needs tests|Machine exposition|Needs a feature|Enhancement|API|Blocks others	Machine should expose valid characterset
541	Needs implementation|Needs tests|Machine exposition|Is blocked|Core|Enhancement|API|Blocks others	Machine should expose known flow directions
540	Needs tests|Machine exposition|Is blocked|Enhancement|API	Machine should expose known themes
539	Needs tests|Machine exposition|Color|Is blocked|Enhancement	Machine should expose known colors
538	Needs tests|Machine exposition|Is blocked|Core|Enhancement|API|Blocks others	Machine should expose known shapes
537	Tooling|Test suite|Stochastics|Build|Enhancement	Func and stoch paths for Jest
536	Tooling|Chore|Low priority|Cleanup|Refactor|Typescript|Technical debt	Change source directory from "js" to "ts" already, flow's been over for years
535	Tooling|Documentation Generators|Chore|High priority|Cleanup|Bug|Documentation and docgen|Is blocked|Typescript	Engage new documentation generator "tsdoc"
