Statistical profiling result from isolate-0xffffb78c0000-27229-v8.log, (10883 ticks, 0 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    167    1.5%    4.3%  __GI___libc_write
    158    1.5%    4.1%  fputc
     40    0.4%    1.0%  __GI___madvise
     32    0.3%    0.8%  _int_malloc
     26    0.2%    0.7%  __GI___libc_malloc
     22    0.2%    0.6%  __GI___memset_generic
     18    0.2%    0.5%  _int_free
     15    0.1%    0.4%  unlink_chunk.constprop.0
     15    0.1%    0.4%  __GI___pthread_cond_signal
     12    0.1%    0.3%  std::ostream::put(char)@@GLIBCXX_3.4
      9    0.1%    0.2%  _IO_fwrite
      8    0.1%    0.2%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
      7    0.1%    0.2%  _init
      5    0.0%    0.1%  _IO_fflush
      4    0.0%    0.1%  syscall
      4    0.0%    0.1%  malloc_consolidate
      3    0.0%    0.1%  std::_Rb_tree_rebalance_for_erase(std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      3    0.0%    0.1%  isprint
      3    0.0%    0.1%  __GI___printf_fp_l
      2    0.0%    0.1%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      2    0.0%    0.1%  std::ostream::flush()@@GLIBCXX_3.4
      2    0.0%    0.1%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      2    0.0%    0.1%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      2    0.0%    0.1%  __mpn_lshift
      2    0.0%    0.1%  __GI___pthread_enable_asynccancel
      2    0.0%    0.1%  __GI___pthread_disable_asynccancel
      1    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
      1    0.0%    0.0%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@@GLIBCXX_3.4.9
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      1    0.0%    0.0%  operator new(unsigned long)@@GLIBCXX_3.4
      1    0.0%    0.0%  operator delete(void*)@@GLIBCXX_3.4
      1    0.0%    0.0%  __vfprintf_internal
      1    0.0%    0.0%  __mpn_extract_double
      1    0.0%    0.0%  __exp2_finite@GLIBC_2.17
      1    0.0%    0.0%  __GI___strlen_asimd
      1    0.0%    0.0%  __GI___memcpy_sve
      1    0.0%    0.0%  __GI___lll_lock_wait_private
      1    0.0%    0.0%  __GI___libc_read
      1    0.0%    0.0%  __GI___libc_alloca_cutoff
      1    0.0%    0.0%  __GI___getpid
      1    0.0%    0.0%  __GI___clock_gettime
      1    0.0%    0.0%  _IO_str_init_static_internal

 [Summary]:
   ticks  total  nonlib   name
    347    3.2%    9.0%  JavaScript
   3498   32.1%   91.0%  C++
   2300   21.1%   59.8%  GC
   7038   64.7%          Shared libraries

 [C++ entry points]:
   ticks    cpp   total   name
    504   39.2%    4.6%  __GI___munmap
    241   18.7%    2.2%  __GI___mmap
    161   12.5%    1.5%  __GI___lll_lock_wake
    124    9.6%    1.1%  fputc
     83    6.4%    0.8%  __GI___libc_write
     40    3.1%    0.4%  __GI___madvise
     26    2.0%    0.2%  _int_malloc
     20    1.6%    0.2%  __GI___memset_generic
     20    1.6%    0.2%  __GI___libc_malloc
     13    1.0%    0.1%  unlink_chunk.constprop.0
      8    0.6%    0.1%  std::ostream::put(char)@@GLIBCXX_3.4
