Statistical profiling result from isolate-0xffffb0e30000-27153-v8.log, (9586 ticks, 0 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  JS: *peg$parseBackFatArrow /root/jssm/dist/jssm.es5.nonmin.cjs:1708:35

 [C++]:
   ticks  total  nonlib   name
   1990   20.8%   60.7%  __GI___munmap
    241    2.5%    7.4%  __GI___lll_lock_wake
    191    2.0%    5.8%  __GI___mmap
    166    1.7%    5.1%  fputc
    166    1.7%    5.1%  __GI___libc_write
     39    0.4%    1.2%  __GI___madvise
     22    0.2%    0.7%  _int_malloc
     19    0.2%    0.6%  std::ostream::put(char)@@GLIBCXX_3.4
     17    0.2%    0.5%  __GI___libc_read
     15    0.2%    0.5%  __GI___memset_generic
     15    0.2%    0.5%  _IO_fwrite
     12    0.1%    0.4%  _init
     10    0.1%    0.3%  _int_free
     10    0.1%    0.3%  __GI___pthread_cond_signal
     10    0.1%    0.3%  __GI___libc_malloc
      8    0.1%    0.2%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
      6    0.1%    0.2%  _IO_fflush
      5    0.1%    0.2%  isprint
      4    0.0%    0.1%  __GI___memcpy_sve
      4    0.0%    0.1%  __GI___libc_free
      3    0.0%    0.1%  unlink_chunk.constprop.0
      3    0.0%    0.1%  syscall
      3    0.0%    0.1%  __vfprintf_internal
      2    0.0%    0.1%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      2    0.0%    0.1%  std::_Rb_tree_increment(std::_Rb_tree_node_base const*)@@GLIBCXX_3.4
      2    0.0%    0.1%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      2    0.0%    0.1%  malloc_consolidate
      2    0.0%    0.1%  __mpn_divrem
      2    0.0%    0.1%  __GI___strlen_asimd
      2    0.0%    0.1%  __GI___pthread_disable_asynccancel
      1    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      1    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
      1    0.0%    0.0%  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release_last_use_cold()
      1    0.0%    0.0%  exp2@GLIBC_2.17
      1    0.0%    0.0%  __malloc_usable_size
      1    0.0%    0.0%  __GI___pthread_enable_asynccancel
      1    0.0%    0.0%  __GI___printf_fp_l
      1    0.0%    0.0%  __GI___getpid
      1    0.0%    0.0%  _IO_file_xsputn@@GLIBC_2.17
      1    0.0%    0.0%  _IO_file_write@@GLIBC_2.17
      1    0.0%    0.0%  _IO_default_xsputn

 [Summary]:
   ticks  total  nonlib   name
    293    3.1%    8.9%  JavaScript
   2984   31.1%   91.1%  C++
   1838   19.2%   56.1%  GC
   6309   65.8%          Shared libraries

 [C++ entry points]:
   ticks    cpp   total   name
    471   40.3%    4.9%  __GI___munmap
    191   16.4%    2.0%  __GI___mmap
    138   11.8%    1.4%  __GI___lll_lock_wake
    115    9.8%    1.2%  fputc
     91    7.8%    0.9%  __GI___libc_write
     39    3.3%    0.4%  __GI___madvise
     20    1.7%    0.2%  _int_malloc
     17    1.5%    0.2%  __GI___libc_read
     15    1.3%    0.2%  std::ostream::put(char)@@GLIBCXX_3.4
     14    1.2%    0.1%  __GI___memset_generic
     10    0.9%    0.1%  _init
      8    0.7%    0.1%  __GI___libc_malloc
      7    0.6%    0.1%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
      6    0.5%    0.1%  _IO_fwrite
      4    0.3%    0.0%  isprint
      4    0.3%    0.0%  __GI___memcpy_sve
      2    0.2%    0.0%  syscall
      2    0.2%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      2    0.2%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      2    0.2%    0.0%  _int_free
      2    0.2%    0.0%  __GI___pthread_cond_signal
